count,name,url
11352,spoken_addresses_and_remarks,https://www.presidency.ucsb.edu/documents/app-categories/presidential/spoken-addresses-and-remarks
10,farewell_address,https://www.presidency.ucsb.edu/documents/app-categories/spoken-addresses-and-remarks/presidential/farewell-address
61,inaugural_addresses,https://www.presidency.ucsb.edu/documents/app-categories/spoken-addresses-and-remarks/presidential/inaugural-addresses
627,oral_address,https://www.presidency.ucsb.edu/documents/app-categories/spoken-addresses-and-remarks/presidential/oral-address
98,state_of_the_union_addresses,https://www.presidency.ucsb.edu/documents/app-categories/spoken-addresses-and-remarks/presidential/state-the-union-addresses
1629,weekly_addresses,https://www.presidency.ucsb.edu/documents/app-categories/spoken-addresses-and-remarks/presidential/weekly-addresses
